"","cg03463446","cg17805199","cg11616676","cg10138044","cg22780260","cg19310653","cg03598020","cg14459193","cg14596064","cg27189155","cg13217322","cg14904079","cg05769889","cg20087134","cg18647570","cg07093748","cg09269759","cg23200218","cg02560310","cg00340855","cg16887064","cg20745261","cg25589803","cg15279186","cg20030796","cg01674530","cg07253510","cg12563898","cg14821713","cg18127922","cg05594525","cg02941135","cg08470320","cg26427044","cg14067446","cg14725388","cg05885546","cg11105563","cg03534180","cg13451048","cg26516006","cg10762038","cg15884436","cg11312462","cg02853470","cg00972313","cg16985117","cg15058545","cg08501497","cg23529669","cg16299636","cg26345401","cg22315903","cg05471411","cg20248774","cg05788267","cg16941122","cg16959863","cg09314803","cg11596241","cg03896585","cg07755528","cg22200330","cg03967521","cg11382091","cg07642754","cg10122776","cg18160691","cg00901585","cg25284031","cg17102042","cg06410591","cg14272780","cg13714834","cg22540552","cg22470465","cg23092527","cg09214323","cg02707840","cg24280297","cg27189973","cg16196713","cg22053720","cg25981350","cg06975395","cg25499044","cg06086267","cg03791164","cg02259802","cg15197657","cg24767698","cg00425213","cg07904447","cg06791912","cg00271390","cg17007597","cg12407526","cg04701618","cg24384430","cg23890469","cg25735490","cg20246424","cg00885747","cg06643951","cg02133819","cg24933625","cg22806431","cg15310800","cg11341440"
"PDD41",0.9614299,0.6769341,0.03270174,0.7857373,0.9280122,0.4940249,0.929862,0.8569922,0.7917345,0.7001598,0.7020296,0.8988592,0.1023095,0.7842897,0.746645,0.5599053,0.6143033,0.852321,0.8276397,0.8582186,0.7986115,0.8731481,0.8688453,0.7684121,0.7351835,0.5032897,0.9308702,0.7518844,0.04482259,0.328401,0.2566921,0.628234,0.8025108,0.2347745,0.9285136,0.8051063,0.4159488,0.7655224,0.8098875,0.4531483,0.8170011,0.8564802,0.9298291,0.8351441,0.8407335,0.8096271,0.8116779,0.4207933,0.8866708,0.9089783,0.7918849,0.7736542,0.7143448,0.8688306,0.2654571,0.9389885,0.6403349,0.9505393,0.7808795,0.8414053,0.954385,0.5657289,0.03087826,0.006523508,0.9565809,0.7288071,0.6298753,0.4416041,0.8004186,0.8383545,0.7254327,0.1251932,0.8793982,0.8430324,0.05378204,0.805756,0.9324113,0.7255235,0.8985938,0.02303221,0.0884432,0.00985929,0.6312957,0.6341596,0.9834039,0.8294055,0.7017783,0.6644873,0.7777506,0.3406892,0.8163085,0.8116632,0.03170818,0.6515118,0.9202256,0.8479003,0.8017209,0.5842164,0.1153247,0.3723679,0.9799205,0.8532976,0.8519875,0.796523,0.9035171,0.1524318,0.6447228,0.9228073,0.8056086
"PDD70",0.9715949,0.7233073,0.04142933,0.7862652,0.9369243,0.5476039,0.9449496,0.9112934,0.81163,0.7788466,0.6941209,0.9189969,0.09257052,0.8802742,0.8190225,0.5352469,0.6897383,0.9034765,0.8770688,0.8914731,0.8593317,0.8997999,0.9317055,0.8145383,0.6887809,0.5998459,0.948935,0.7262876,0.1922326,0.2722729,0.2114369,0.4748549,0.8095605,0.2223149,0.9226753,0.7432207,0.4824803,0.8377043,0.9040781,0.5699897,0.7812458,0.857096,0.9367,0.8066091,0.8417772,0.7580455,0.9081434,0.439374,0.9563581,0.842264,0.8732987,0.7895693,0.7315102,0.9242344,0.2853846,0.9218171,0.6355912,0.93936,0.8200587,0.8825786,0.9506554,0.6130061,0.01895851,0.0017547,0.971812,0.803373,0.6339765,0.4552513,0.8988679,0.7960424,0.7532533,0.1556705,0.9187103,0.9132748,0.01717779,0.8771014,0.9736646,0.8187921,0.9378887,0.01386023,0.1148698,0.01246661,0.7345022,0.5222816,0.977833,0.847822,0.630984,0.7729488,0.7125853,0.3866388,0.7854143,0.8871601,0.03784229,0.7688838,0.9633429,0.8818212,0.7687844,0.5041452,0.04738297,0.3894041,0.9843636,0.9155096,0.9071306,0.7667101,0.9121119,0.2594788,0.7288303,0.956056,0.8968839
"PD59",0.9627946,0.6492007,0.03070404,0.799842,0.8806414,0.4063654,0.9694743,0.8436211,0.7762505,0.7034133,0.6886713,0.9163113,0.05820298,0.860316,0.8006956,0.5286165,0.624332,0.8189786,0.8515136,0.87415,0.8797713,0.8995194,0.842387,0.7053299,0.6796335,0.5839864,0.9569138,0.6733577,0.04008453,0.348084,0.2111688,0.5251513,0.8051084,0.1241127,0.9338878,0.7940134,0.4766525,0.7663163,0.8803103,0.516702,0.8045321,0.8703791,0.9148423,0.8513336,0.8884974,0.7052386,0.8858589,0.3864232,0.9175949,0.9172597,0.8531828,0.77514,0.7688209,0.9242045,0.2916131,0.9433285,0.6433141,0.9419278,0.8565284,0.8641295,0.9372074,0.5333264,0.0304927,0.0046206,0.9672462,0.7206107,0.6155633,0.4633136,0.8610157,0.8226101,0.7322903,0.131036,0.8913897,0.9037569,0.05203567,0.9120304,0.963748,0.6749372,0.9115422,0.009468194,0.0823892,0.009806408,0.660844,0.5087719,0.959801,0.8999545,0.7693687,0.6629775,0.6918574,0.4378631,0.8926249,0.7513267,0.03109631,0.6754091,0.9403766,0.8692744,0.7837695,0.6825783,0.02249343,0.3238733,0.9604982,0.873659,0.9299775,0.7850883,0.8581612,0.1461961,0.5547031,0.9095763,0.8903973
"PDD28",0.931227,0.707069,0.08533968,0.8257725,0.9512832,0.6266998,0.87778,0.8836778,0.8255215,0.8821714,0.7454428,0.9376156,0.108244,0.8737128,0.8392865,0.7021054,0.7440516,0.7785213,0.8068848,0.8576334,0.9150479,0.8994741,0.9116098,0.8375078,0.7897562,0.5609574,0.8697455,0.9074597,0.008298574,0.3688223,0.1770088,0.5717993,0.9013719,0.1883784,0.9056516,0.8644014,0.5948297,0.8316243,0.7752786,0.5392173,0.7380407,0.8603261,0.9582961,0.7523301,0.8415344,0.8123506,0.8855243,0.5508862,0.9024709,0.9039106,0.8929676,0.8326632,0.638351,0.9492541,0.2795125,0.947613,0.6549995,0.9500735,0.7775997,0.8595914,0.9378819,0.7516833,0.02072848,0.002281903,0.9730873,0.7877488,0.7151006,0.4128262,0.8879775,0.8162478,0.8579838,0.07537517,0.9504448,0.9155698,0.03897668,0.7906692,0.9650748,0.8520275,0.9094062,0.01385364,0.09916551,0.007289371,0.6533335,0.6504646,0.9840419,0.8871227,0.6911952,0.8200277,0.8499646,0.4359283,0.9274894,0.81586,0.0266987,0.7630191,0.9728356,0.8333163,0.817424,0.7145422,0.1074003,0.3950346,0.9642692,0.9026734,0.8162742,0.7806628,0.9274498,0.1965813,0.719907,0.9411366,0.7286536
"CTRL78",0.9180061,0.6766856,0.1187564,0.8931233,0.9352583,0.6450423,0.8617548,0.8597831,0.7900603,0.8519192,0.7196717,0.9222576,0.08057851,0.881644,0.8031551,0.525521,0.7326197,0.876255,0.8535561,0.8248483,0.8670928,0.8294795,0.8671984,0.8008178,0.7451952,0.6056241,0.929208,0.8473707,0.1003652,0.3642767,0.2153374,0.5269398,0.8625437,0.2007366,0.9418017,0.8601764,0.5071983,0.8696094,0.8408716,0.5870609,0.8382103,0.9138105,0.915497,0.7850833,0.8047267,0.7733481,0.8228857,0.5294775,0.9421974,0.8623866,0.8702394,0.7193962,0.7664609,0.90238,0.3257815,0.9081739,0.6308158,0.9261078,0.7341345,0.819872,0.8699434,0.7464034,0.03971989,0.01074887,0.9615409,0.7548484,0.6840044,0.3409338,0.8542284,0.7836867,0.8294902,0.09792355,0.9385012,0.8353103,0.08763903,0.8200532,0.9436113,0.8331603,0.8357493,0.01537233,0.04686071,0.02482594,0.7929958,0.5106604,0.9696616,0.8478263,0.6681763,0.7405106,0.8077483,0.4615335,0.9147859,0.8612943,0.03826654,0.7378921,0.9588251,0.864843,0.8252189,0.720921,0.100763,0.3044849,0.9631823,0.929363,0.9235381,0.8569728,0.9382411,0.3046337,0.7370813,0.8624682,0.8110076
"CTRL64",0.9491951,0.6396345,0.07398862,0.8688778,0.8542168,0.4441242,0.9200137,0.7680848,0.6953348,0.8079253,0.6983972,0.9272862,0.04776356,0.8163164,0.7112882,0.5004896,0.6705568,0.8357782,0.8273589,0.764223,0.8864076,0.8513776,0.9124547,0.7222842,0.7227132,0.5626695,0.9203497,0.8097234,0.1094738,0.2669514,0.2418007,0.44099,0.7234944,0.1006796,0.9317296,0.7736473,0.3915664,0.8332812,0.8963657,0.462824,0.691609,0.8895604,0.9247431,0.8398301,0.7822649,0.7593344,0.8999514,0.3693351,0.9471648,0.906532,0.8530967,0.7436366,0.7531541,0.9133594,0.2631792,0.8740925,0.6200988,0.9151572,0.7935368,0.8509208,0.9279155,0.632813,0.02971355,0.005624985,0.9748151,0.6345653,0.5044544,0.3011004,0.8567895,0.8217733,0.7147089,0.1131929,0.8507365,0.8957861,0.04509547,0.8251811,0.9573791,0.740285,0.911833,0.02041014,0.07796213,0.007596502,0.7253838,0.5348837,0.9678498,0.8002661,0.4897482,0.6347995,0.6770696,0.4586414,0.8926353,0.6805146,0.0232177,0.7394527,0.9480463,0.8156467,0.6881734,0.6961072,0.06449414,0.328444,0.9670577,0.7160985,0.8927928,0.7738886,0.9273814,0.2289644,0.6595875,0.9380757,0.8336512
"PD48",0.9785171,0.7088011,0.04451964,0.8115704,0.8473331,0.5542742,0.9415403,0.7880233,0.7254284,0.7231685,0.662742,0.8871813,0.07569975,0.8588981,0.7072811,0.4970156,0.6662221,0.8877085,0.7725757,0.7818298,0.8386937,0.8208853,0.7898041,0.7277967,0.7218748,0.4999955,0.9353764,0.7964716,0.001111086,0.3604363,0.2651314,0.4656636,0.7682985,0.1233768,0.903855,0.7079459,0.4488561,0.7716003,0.8972143,0.5202853,0.7646153,0.826559,0.8971026,0.8664033,0.8462523,0.6791725,0.8974426,0.4279886,0.9398938,0.9176462,0.8713512,0.7189813,0.783816,0.8823736,0.3398091,0.9393865,0.5737519,0.902783,0.8890473,0.8215147,0.9508793,0.6504958,0.03430876,0.006044179,0.9563396,0.5204378,0.5258013,0.3970294,0.7621112,0.7458397,0.7012243,0.1438463,0.8714315,0.8445801,0.1595116,0.8744953,0.9622448,0.7292805,0.9333112,0.01173342,0.1440422,0.009738284,0.698965,0.5078788,0.9676643,0.7829099,0.5466823,0.6422208,0.6514206,0.4377779,0.8471938,0.7446788,0.02910762,0.6841867,0.9308468,0.7610346,0.7384936,0.5987407,0.06324283,0.3561406,0.9691645,0.7533173,0.8729716,0.7530183,0.7988453,0.276842,0.6581656,0.9433528,0.8488979
"PD21",0.9793733,0.700624,0.08025253,0.8258804,0.9589624,0.5237524,0.9214245,0.887509,0.7429152,0.7909509,0.7574254,0.9490979,0.07288347,0.8630112,0.8438602,0.6105976,0.6883913,0.8743571,0.88403,0.8797588,0.8739496,0.9263163,0.9378611,0.8400176,0.7946626,0.5655413,0.9394825,0.7631496,0.1502383,0.3835613,0.2567879,0.7187968,0.8666068,0.2130666,0.9450172,0.8216847,0.6631324,0.7968911,0.9175885,0.5466927,0.8495533,0.884711,0.9413917,0.8226152,0.8845936,0.7841719,0.8361849,0.4668716,0.9112504,0.8722921,0.9042456,0.7743453,0.7568271,0.8992976,0.3209062,0.9478212,0.6712816,0.9487825,0.7905608,0.8757035,0.9343124,0.6689494,0.02943379,0.01140605,0.9601931,0.8088556,0.6598342,0.4194561,0.899345,0.7839069,0.8225411,0.1311258,0.9379625,0.9124396,0.06292125,0.8522438,0.9648856,0.8146868,0.9227814,0.008659639,0.08672652,0.01248638,0.6968581,0.6675712,0.9685095,0.880617,0.7251521,0.77893,0.8248438,0.4425365,0.9544561,0.7760145,0.03222847,0.8256763,0.9340621,0.8788286,0.8358344,0.6200739,0.1229676,0.3446672,0.9807434,0.8879679,0.9246014,0.8490492,0.8945373,0.2193123,0.7822984,0.9399156,0.8096781
"CTRL95",0.968266,0.7509477,0.03130912,0.878663,0.8706958,0.6134742,0.9431189,0.8262265,0.6750783,0.8100845,0.7689976,0.9046048,0.06238511,0.8370834,0.7682197,0.5549561,0.692694,0.8794054,0.8079276,0.7939328,0.8704918,0.8680824,0.8105046,0.8048627,0.7193695,0.6214617,0.9219974,0.8642181,0.04635484,0.3763169,0.2184984,0.5337004,0.7644721,0.1855104,0.9127799,0.8170451,0.6970892,0.7909316,0.893802,0.5378798,0.8224504,0.842258,0.9303348,0.8366553,0.8664612,0.7551122,0.8899176,0.4319797,0.9345656,0.8817072,0.8741969,0.7919399,0.8051217,0.9136883,0.3249164,0.9535043,0.6070076,0.9100247,0.8365871,0.8640433,0.9404976,0.5919881,0.03541212,0.005751526,0.9728759,0.7777703,0.5175417,0.4530361,0.8706803,0.8369583,0.7054564,0.08208238,0.9043978,0.8542388,0.2254955,0.9050437,0.9411388,0.7744212,0.939077,0.01628862,0.1042027,0.009301015,0.750527,0.4621095,0.9586718,0.8168465,0.5823022,0.7263864,0.7363414,0.4493097,0.8984547,0.7713587,0.03456813,0.7184793,0.9484246,0.8256539,0.8543728,0.5876289,0.06476876,0.3366415,0.9802708,0.8349419,0.8963925,0.8178675,0.8461961,0.3413558,0.6478379,0.9209931,0.8605141
"CTRL57",0.9778422,0.7413579,0.03847137,0.821615,0.8393006,0.5504896,0.9623314,0.8076431,0.7282369,0.7867012,0.6376387,0.9082367,0.05360688,0.8402412,0.8103757,0.5679768,0.6717167,0.8490759,0.8704188,0.8380945,0.8782136,0.9113837,0.8648686,0.7387559,0.7138156,0.5629219,0.9525555,0.8753101,0.04511722,0.324077,0.2392911,0.4724717,0.7677048,0.1268186,0.9378603,0.7860296,0.4298427,0.7914468,0.9494974,0.4561962,0.7925373,0.8708593,0.9162809,0.8353065,0.8717521,0.7687715,0.8969506,0.383084,0.9512466,0.9120035,0.8357761,0.7331637,0.769103,0.9127154,0.2926571,0.9538014,0.622291,0.8836918,0.8375874,0.8404107,0.9431697,0.5446884,0.02109285,0.001833336,0.9690751,0.5414562,0.4854253,0.3561103,0.8448834,0.8141544,0.7029564,0.1007411,0.9071871,0.8488553,0.1030155,0.8962401,0.979542,0.7906547,0.9276485,0.008676149,0.1052383,0.008038869,0.7046392,0.5542895,0.9745018,0.8561764,0.6875152,0.7027365,0.7055887,0.402603,0.8507629,0.7180423,0.03477437,0.7383014,0.9465402,0.7642431,0.7983638,0.4298632,0.06101377,0.295509,0.9788629,0.795381,0.9011013,0.8159678,0.8472138,0.2397571,0.5472274,0.9331125,0.8982674
"PDD30",0.9658848,0.6859256,0.06642264,0.8172118,0.9493671,0.5022762,0.9446301,0.8145596,0.707938,0.7040247,0.6862905,0.9217632,0.09353741,0.8230728,0.8014315,0.5614022,0.6219173,0.8642654,0.8590197,0.9031313,0.8083222,0.9293499,0.9026884,0.7238055,0.753037,0.6254332,0.9610659,0.8119712,0.07632824,0.314083,0.1662316,0.6180204,0.8626975,0.1807089,0.9451373,0.7388787,0.4540328,0.776845,0.7703862,0.4921169,0.7826222,0.9146912,0.9206772,0.7646697,0.8860361,0.7158419,0.9057563,0.4078295,0.9110293,0.8260955,0.8120664,0.7231742,0.6425533,0.9101118,0.2782018,0.9317992,0.6194494,0.9397437,0.7999221,0.8790463,0.8737593,0.6112197,0.04919668,0.005635443,0.9685485,0.8020409,0.6020446,0.4604581,0.8495367,0.8471836,0.8149801,0.1820647,0.9198826,0.9129994,0.1163184,0.8701827,0.934053,0.814467,0.8395742,0.01843375,0.1121544,0.009993582,0.6782747,0.5416518,0.9611942,0.8835173,0.7420693,0.7076443,0.7633903,0.4015222,0.8732624,0.8288836,0.0386448,0.6810155,0.9643893,0.8989297,0.8909195,0.5231576,0.06801128,0.3615494,0.973384,0.8922207,0.895102,0.8508751,0.9309682,0.281936,0.6822985,0.9537729,0.8656271
"PDD22",0.9719214,0.6283073,0.05919485,0.8660474,0.9524326,0.7862495,0.9563329,0.8595087,0.8191215,0.7382873,0.7667487,0.9633463,0.06213441,0.8312644,0.7555183,0.6011143,0.6551683,0.9211165,0.9077362,0.922261,0.8183207,0.9420405,0.9269203,0.8129212,0.7508959,0.5995865,0.9434879,0.777818,0.003680067,0.3168316,0.1621484,0.7351878,0.8397749,0.2859474,0.9485316,0.7939626,0.5278289,0.7756658,0.8525252,0.5291174,0.8794861,0.8731139,0.9453676,0.8443952,0.8597029,0.8266492,0.8554705,0.4785536,0.9492819,0.9211818,0.8686193,0.7344731,0.6907747,0.9228321,0.2321216,0.9459946,0.6676164,0.9657331,0.8088952,0.9056021,0.9498069,0.6121181,0.01904704,0.000877611,0.979657,0.8637028,0.6401669,0.4828506,0.8450229,0.8039058,0.8534818,0.1178227,0.8759271,0.916725,0.03262586,0.8681386,0.9727147,0.7493949,0.9276379,0.007203667,0.1330132,0.01052796,0.6752081,0.6545455,0.9683144,0.9046599,0.7615418,0.7181528,0.8047047,0.4142643,0.9050136,0.8892289,0.02642602,0.7336992,0.9569598,0.886823,0.8467945,0.5833134,0.1094461,0.3757856,0.9808037,0.9368967,0.9034312,0.859976,0.9134083,0.1195369,0.7046773,0.9475095,0.8712968
"DLB15",0.9568478,0.6888506,0.09099988,0.7943919,0.9079184,0.5637022,0.8989347,0.9088716,0.7720191,0.7869981,0.7072456,0.9485231,0.09084924,0.8345166,0.8156625,0.5929484,0.6543673,0.7832693,0.7834489,0.8837772,0.8374238,0.8738176,0.9658791,0.7730215,0.7328576,0.5741881,0.8776973,0.8514588,0.04350155,0.277774,0.2119684,0.5930481,0.8236737,0.2652687,0.9088053,0.8078319,0.5701599,0.8227965,0.7897491,0.5108937,0.8020102,0.8824043,0.9324173,0.7426125,0.8802568,0.8146825,0.8934845,0.4797096,0.9284189,0.9286518,0.8655113,0.712124,0.7360868,0.9012375,0.2093892,0.9243867,0.6413951,0.9231595,0.7378797,0.883651,0.918495,0.638658,0.03011632,0.01572267,0.9714688,0.6882421,0.6394652,0.4429216,0.8281128,0.7790834,0.798133,0.08262436,0.8878041,0.9203423,0.04579076,0.8146343,0.9715451,0.8239592,0.9244009,0.01351553,0.05277003,0.01851253,0.6247259,0.5875831,0.9660881,0.8281507,0.7037221,0.7550926,0.7807192,0.4310399,0.9313783,0.7292807,0.03675977,0.7260522,0.9413212,0.831712,0.771804,0.6496369,0.1355142,0.3859704,0.9479173,0.8143799,0.8106172,0.7870993,0.8700948,0.1995221,0.6657854,0.9322688,0.755469
"PD50",0.9578087,0.7439557,0.05802242,0.8242328,0.8521727,0.5694938,0.9552458,0.8751811,0.7165723,0.7302247,0.6643992,0.9262178,0.0742751,0.8274782,0.7330465,0.5445367,0.6454306,0.8561595,0.8267414,0.8475522,0.8780805,0.8822378,0.8350398,0.7882275,0.7481135,0.606217,0.9565707,0.8444132,0.06884054,0.302571,0.226455,0.4989064,0.8026162,0.1315751,0.9452089,0.7771118,0.5191701,0.7378506,0.8806842,0.5240698,0.8057275,0.8831466,0.9149532,0.8673788,0.9141589,0.7615837,0.8886985,0.4047518,0.9179265,0.8694975,0.8330391,0.747478,0.8005266,0.8974081,0.273909,0.9374527,0.6583702,0.9095351,0.7926832,0.8325075,0.9500354,0.5633289,0.03576613,0.001988049,0.9632295,0.6960127,0.4974056,0.438797,0.8564493,0.8008003,0.719527,0.1112757,0.8885243,0.8764008,0.1342572,0.9062849,0.9390774,0.7313442,0.8959041,0.01415638,0.1173985,0.006629582,0.638898,0.5280253,0.9545351,0.8314104,0.625717,0.7166326,0.7176658,0.4167343,0.9405423,0.7203064,0.02911636,0.7045214,0.9426533,0.7887528,0.8007112,0.5668805,0.08507448,0.3411642,0.9846984,0.7949919,0.8770332,0.8136954,0.8785973,0.2390948,0.6475241,0.9433886,0.8504362
"CTRL29",0.9744817,0.5318869,0.0477162,0.8028186,0.9286103,0.4906837,0.958788,0.8249764,0.6810109,0.6339213,0.7057097,0.9283147,0.1014992,0.8142678,0.7183095,0.493723,0.6025013,0.8789129,0.8216238,0.8801824,0.6900364,0.9211228,0.9544768,0.6557387,0.7396622,0.5354154,0.9607017,0.5696286,0.04922802,0.2569257,0.2194694,0.6023076,0.8095102,0.1320408,0.9228927,0.761514,0.3353299,0.6917799,0.8886703,0.3756957,0.8063814,0.8002039,0.9349157,0.8323859,0.8281697,0.8338064,0.790114,0.3437441,0.9383368,0.9086243,0.7064236,0.6937968,0.7031089,0.8429017,0.2250485,0.9763861,0.6460454,0.9195306,0.8660054,0.7881203,0.9535498,0.5202261,0.01645914,0.007052803,0.9566855,0.6915529,0.6461049,0.4950955,0.7878171,0.7455902,0.7101587,0.2470497,0.8468318,0.8562645,0.05861887,0.869839,0.9673784,0.6278355,0.8811413,0.01828638,0.213733,0.006779976,0.5992956,0.7127887,0.9570553,0.7580974,0.6596585,0.673438,0.7636181,0.3599326,0.8607048,0.7746518,0.02894402,0.6710544,0.8904124,0.8697628,0.8103694,0.6001884,0.05808985,0.3827227,0.9865149,0.8467924,0.8034908,0.7972712,0.9195335,0.08896547,0.6565185,0.9112853,0.7972608
"PDD54",0.9430931,0.7569127,0.08359941,0.8285735,0.9449339,0.6457985,0.92376,0.8352204,0.8138568,0.7202632,0.7218702,0.9286887,0.1287639,0.845059,0.827772,0.6025536,0.7080567,0.8652571,0.823818,0.8563652,0.8398545,0.9116139,0.8809901,0.7363965,0.7673693,0.5844499,0.9437202,0.7415771,0.0529993,0.3513084,0.1824415,0.6158314,0.8651811,0.2458009,0.9294567,0.7524735,0.4506672,0.8093869,0.7864763,0.5721328,0.8111316,0.8724813,0.933905,0.8352064,0.8996498,0.7684752,0.8909112,0.5181777,0.9076703,0.9057359,0.8398295,0.7723571,0.7116223,0.9000851,0.2906699,0.924661,0.6466892,0.9451346,0.8601989,0.8602281,0.947934,0.6491995,0.02134322,0.004143967,0.9571584,0.7512668,0.7203291,0.4865195,0.8711009,0.8522545,0.7561399,0.09198923,0.8867465,0.9079487,0.06544068,0.8868018,0.9674507,0.7634853,0.9067336,0.02310836,0.0905805,0.01052068,0.6847865,0.6109491,0.9593602,0.8580152,0.7345507,0.6921566,0.7518594,0.3433633,0.9186364,0.7855046,0.02813333,0.7489192,0.9324722,0.830539,0.8576698,0.5839196,0.1873171,0.4046027,0.9772177,0.8820287,0.86405,0.7602877,0.9280206,0.1614552,0.7038548,0.9458044,0.855278
"PDD27",0.968916,0.6629053,0.06446001,0.8621507,0.9037397,0.5095298,0.9045004,0.8161924,0.8285819,0.8242557,0.7176473,0.9198253,0.04116995,0.8117891,0.7457736,0.5500164,0.6738247,0.8372912,0.8763208,0.8803388,0.8843773,0.9289188,0.854597,0.7939375,0.7085618,0.5543695,0.9334648,0.8944043,0.04986747,0.3925982,0.1970739,0.5437035,0.8442012,0.1129608,0.9096875,0.7895205,0.5988578,0.8748942,0.8837452,0.5907238,0.7739322,0.9252114,0.9285467,0.9150356,0.8584909,0.7556004,0.92201,0.3993297,0.9053736,0.8541442,0.8450007,0.7541374,0.8123005,0.9393858,0.2825967,0.931799,0.6474047,0.9587418,0.8423086,0.8783792,0.9320546,0.4932194,0.03131766,0.005613654,0.9716269,0.7064719,0.5935216,0.4397161,0.8775224,0.8227564,0.7629524,0.08196203,0.8935964,0.920716,0.1772389,0.9181953,0.980985,0.788791,0.9377673,0.01858525,0.154676,0.0061959,0.7571388,0.4817554,0.9581723,0.92959,0.6074597,0.7643343,0.7522965,0.4532245,0.9179722,0.80704,0.03258061,0.8009239,0.9459502,0.8638654,0.794554,0.7085448,0.05166982,0.3246269,0.9794557,0.8548929,0.9311226,0.8587685,0.8824465,0.3649134,0.5334894,0.9527135,0.9132623
"DLB24",0.9548051,0.6745005,0.04717059,0.8429932,0.9205626,0.5438755,0.9383799,0.8175665,0.8283139,0.6902316,0.7352269,0.9496262,0.08118983,0.8356007,0.7702947,0.5459274,0.6308843,0.8552905,0.87178,0.8323327,0.8103519,0.887536,0.8816161,0.7431395,0.7168901,0.5050903,0.9433273,0.7416196,0.01889004,0.3571539,0.1774958,0.6752629,0.7612391,0.2081071,0.8953863,0.7365731,0.5141099,0.7289534,0.872708,0.4922937,0.8336798,0.8612816,0.9378555,0.8148665,0.8532879,0.7792841,0.8388921,0.4273232,0.9340045,0.8810372,0.82588,0.7058519,0.7334095,0.8779664,0.3263406,0.9275833,0.6101434,0.9391741,0.8086536,0.8687221,0.9507603,0.5735773,0.03275698,0.000786977,0.9702779,0.7797533,0.6668175,0.4685409,0.8799803,0.8193313,0.6863598,0.1027875,0.9057933,0.8901558,0.1126207,0.8549678,0.9371354,0.6691646,0.9029128,0.01320132,0.08926127,0.003929085,0.702044,0.5762411,0.9560101,0.8927931,0.6073444,0.6381676,0.741605,0.3845034,0.8594245,0.8112772,0.03039784,0.7052435,0.9614952,0.8603017,0.8764703,0.5362845,0.08801299,0.3747377,0.9829619,0.9026173,0.9584799,0.8347909,0.8952792,0.176262,0.650731,0.9500345,0.8557075
"PD23",0.9726243,0.6777293,0.06118842,0.8455862,0.951722,0.6368241,0.9485223,0.8661348,0.7909933,0.7428617,0.7440076,0.9196957,0.1009367,0.9098273,0.6986587,0.5998093,0.7165014,0.8926996,0.9021731,0.8914734,0.8152282,0.9152222,0.8753102,0.742946,0.7392335,0.6410291,0.944562,0.7382331,0.08604935,0.2652603,0.2054237,0.5948239,0.8274009,0.2182535,0.9396046,0.7364115,0.4257461,0.7454478,0.9367013,0.4707893,0.7832277,0.9152194,0.9465666,0.8379401,0.8891114,0.8195126,0.9042006,0.4023193,0.9354064,0.8820425,0.8347568,0.7259977,0.6990227,0.9132708,0.2746858,0.9683594,0.5976349,0.9538389,0.8466859,0.8966395,0.9286725,0.5679711,0.01950617,0.006155226,0.9771979,0.7451318,0.6948163,0.4781673,0.9222535,0.7742998,0.7650223,0.1123327,0.9217319,0.8888885,0.03981714,0.8809204,0.959143,0.8294961,0.898726,0.01530671,0.09801211,0.00459731,0.6826247,0.5171995,0.955202,0.9026356,0.6281188,0.730457,0.8036508,0.4262799,0.8821337,0.8504672,0.0241697,0.7512662,0.9602327,0.8687094,0.8528855,0.6755034,0.08843934,0.3770661,0.9760328,0.9147253,0.9342934,0.8484573,0.9377319,0.2251392,0.6901595,0.952589,0.8792157
"PD30",0.9568142,0.7444362,0.07981911,0.7859406,0.9194104,0.5867302,0.9061299,0.8678032,0.7528185,0.7289317,0.6864246,0.921298,0.07877858,0.8432305,0.7634061,0.5638981,0.6843035,0.8585267,0.7902466,0.8139448,0.8419628,0.8621251,0.8438698,0.7277309,0.7423684,0.6433792,0.9404874,0.7805782,0.03435451,0.3383161,0.1725721,0.5822218,0.8470597,0.2615716,0.899907,0.7478717,0.5882028,0.8206212,0.8926974,0.5166909,0.8082123,0.9000557,0.9280726,0.8338537,0.8227736,0.6983004,0.8737539,0.5409647,0.9103232,0.88663,0.8547812,0.8211138,0.7533017,0.8859206,0.3063833,0.9496596,0.6372392,0.8989626,0.877256,0.8571268,0.9381563,0.6156687,0.03023916,0.005647891,0.9605908,0.6628369,0.5566931,0.4887162,0.850455,0.8504873,0.7232181,0.128162,0.8809147,0.8625104,0.08953658,0.8826205,0.9664112,0.7941362,0.9163147,0.01241701,0.1097866,0.006027897,0.6581986,0.4745702,0.9800735,0.8275418,0.7221157,0.7344496,0.7548986,0.4058702,0.9167086,0.7319509,0.02257712,0.7403829,0.9522909,0.8687325,0.8277052,0.5305671,0.05349902,0.40786,0.9770908,0.8565164,0.9090053,0.8074504,0.8857045,0.2346564,0.7146086,0.9428077,0.8618344
