"","cg05213073","cg17805199","cg07996485","cg23834525","cg23657782","cg07918736","cg00208274","cg06952719","cg17434329","cg01866897","cg01684784","cg14904079","cg00391977","cg21057613","cg13690038","cg20357416","cg15175129","cg14318068","cg10159529","cg12372924","cg21598294","cg21864071","cg07253510","cg06340519","cg08051076","cg24665412","cg18993457","cg16582273","cg18961944","cg18127922","cg18880384","cg02276614","cg14856606","cg04030905","cg22181664","cg02853470","cg21700774","cg25936334","cg18879998","cg12556775","cg04956254","cg20936920","cg03766823","cg12315735","cg15524170","cg24517989","cg12882476","cg00657759","cg20822380","cg04892765","cg10778636","cg08368441","cg26115216","cg23458989","cg05162137","cg05279387","cg22364932","cg24855045","cg07729842","cg03321592","cg03967521","cg21157115","cg06410591","cg12273368","cg14540792","cg11423096","cg20015921","cg21595526","cg01785566","cg24683035","cg19259574","cg00801765","cg06878361","cg10687936","cg24384430","cg26222689","cg00612672","cg22878489","cg16115647","cg05739014","cg05747963","cg09638266","cg16085649","cg23986918","cg24287218","cg15310800","cg22250642","cg11341440"
"PD35",0.9250577,0.7645046,0.9288591,0.09450092,0.9765893,0.6851095,0.4239665,0.03008936,0.9303344,0.9747955,0.9353892,0.9257625,0.4299042,0.0152003,0.01842584,0.7088594,0.2062978,0.8464405,0.9041749,0.9767924,0.9662747,0.007945516,0.9132291,0.8948416,0.01860465,0.9136288,0.1830956,0.09235786,0.005654832,0.2969499,0.5563182,0.9428189,0.9046451,0.01884125,0.8790746,0.8584495,0.992441,0.05145642,0.9668506,0.9898188,0.85008,0.9493989,0.01307881,0.9252229,0.8419612,0.7000969,0.01339898,0.0131494,0.8831853,0.6594179,0.7022369,0.01409736,0.7830189,0.8709027,0.008638173,0.5529429,0.9532542,0.7171891,0.6371534,0.04670446,0.001651196,0.0004220567,0.1307312,0.2988701,0.2312584,0.4111626,0.04046599,0.007726796,0.9575233,0.01433239,0.04996714,0.8108125,0.0870208,0.9523506,0.1018931,0.9414873,0.8560112,0.5582655,0.1832972,0.9768147,0.9481039,0.9475956,0.4865335,0.895813,0.7212109,0.9399122,0.005766338,0.8284897
"PDD41",0.971571,0.6769341,0.9182965,0.1008507,0.9361978,0.6784857,0.3982774,0.01024897,0.9631984,0.9663697,0.8838267,0.8988592,0.3767502,0.007152468,0.01986661,0.7402599,0.2180636,0.9218925,0.8942341,0.986472,0.9389819,0.01340973,0.9308702,0.8689285,0.01325632,0.8971363,0.1631727,0.1200942,0.01319364,0.328401,0.4502417,0.9612965,0.8324606,0.009475131,0.8470315,0.8407335,0.9933941,0.05316339,0.9371615,0.9796121,0.8070337,0.9318551,0.00752819,0.8751777,0.7863692,0.5693793,0.01113252,0.01896054,0.9423774,0.6255099,0.5847277,0.01659612,0.8967569,0.8854983,0.0105089,0.477216,0.9894989,0.6711919,0.5829936,0.04690687,0.006523508,0.001615173,0.1251932,0.2976406,0.1611177,0.3437319,0.02669601,0.005934718,0.9556906,0.009929907,0.03750754,0.8200494,0.1045622,0.9451574,0.1153247,0.9246139,0.8601915,0.5800708,0.16465,0.9655907,0.9422054,0.9359844,0.3169273,0.9480506,0.7470069,0.9228073,0.004709396,0.8056086
"PDD70",0.9286722,0.7233073,0.9110749,0.0864873,0.9582867,0.7088684,0.3682175,0.0523428,0.9584829,0.948402,0.9000939,0.9189969,0.5015765,0.0128608,0.01217285,0.7763661,0.1942396,0.8527873,0.9225313,0.9757959,0.9354623,0.009407601,0.948935,0.939343,0.009373525,0.9372285,0.1762115,0.191274,0.007372251,0.2722729,0.5341009,0.9460048,0.855984,0.009445699,0.9046389,0.8417772,0.9886707,0.05179387,0.9450476,0.9832306,0.8489752,0.9359309,0.008315837,0.8988252,0.7685471,0.7026062,0.008263285,0.01751631,0.9090256,0.7216891,0.7203181,0.02030457,0.8822212,0.923866,0.007307398,0.5901733,0.9507992,0.6677194,0.6827784,0.03491389,0.0017547,0.0013617,0.1556705,0.2326929,0.1807696,0.4447411,0.0291579,0.006742739,0.9774693,0.000826731,0.02529324,0.8955713,0.1117075,0.9514224,0.04738297,0.9429184,0.8610372,0.5151049,0.1621319,0.9748271,0.9616168,0.9600652,0.3664949,0.9389318,0.8275478,0.956056,0.002441009,0.8968839
"PD59",0.9648649,0.6492007,0.9582687,0.06582307,0.9439646,0.675899,0.353172,0.02470341,0.9360231,0.9505357,0.8754944,0.9163113,0.4215721,0.006364242,0.01566448,0.7348463,0.2210411,0.7909806,0.8684892,0.9798595,0.9599194,0.005737117,0.9569138,0.9011252,0.009530792,0.9192967,0.1781957,0.06238502,0.006566434,0.348084,0.3918473,0.9194424,0.8846567,0.008310308,0.9368191,0.8884974,0.9811208,0.07346839,0.9553672,0.972341,0.7795605,0.9558879,0.007089317,0.8760835,0.7946468,0.6346846,0.007973775,0.007251868,0.9438991,0.5145503,0.6236427,0.01955565,0.8178739,0.7993774,0.01388751,0.5147098,0.9608112,0.67698,0.6018227,0.03045889,0.0046206,0.001895626,0.131036,0.235343,0.1947618,0.3871138,0.02775835,0.01103434,0.9694981,0.007309348,0.03109663,0.8236779,0.1186585,0.9540632,0.02249343,0.943931,0.8825443,0.5431796,0.1573624,0.9658377,0.9350993,0.9501808,0.4025986,0.9105503,0.7318478,0.9095763,0.0111638,0.8903973
"PDD28",0.9487981,0.707069,0.9394643,0.06589128,0.9646898,0.6525651,0.3985895,0.01584123,0.9803563,0.9689719,0.9191979,0.9376156,0.4242612,0.01636569,0.02038492,0.4687423,0.1362464,0.8832532,0.8483322,0.979484,0.9780674,0.007103976,0.8697455,0.9016008,0.006604158,0.8925367,0.06962083,0.08143936,0.0019218,0.3688223,0.6622384,0.9246957,0.8242097,0.01098769,0.8937504,0.8415344,0.9852953,0.07890794,0.966997,0.993505,0.8191606,0.973732,0.004196759,0.9112877,0.8946893,0.7220154,0.005586133,0.01666201,0.8724245,0.5846777,0.7632543,0.01616773,0.8468743,0.8646064,0.003149479,0.523771,0.9626003,0.6732647,0.5642851,0.0651403,0.002281903,0.0004216376,0.07537517,0.414136,0.1304652,0.2844944,0.01706139,0.008042066,0.9882009,0.007039055,0.01948004,0.8844378,0.108741,0.959306,0.1074003,0.9582561,0.8807514,0.5055612,0.108545,0.9831273,0.9755097,0.9650044,0.4727167,0.8949307,0.7467664,0.9411366,0.002970297,0.7286536
"CTRL78",0.9577981,0.6766856,0.9399969,0.08042956,0.9352848,0.7460487,0.5131268,0.03676864,0.965695,0.9369187,0.9169194,0.9222576,0.4175612,0.01328293,0.02870541,0.8119992,0.2090804,0.8193164,0.9076902,0.9559879,0.9722156,0.01294025,0.929208,0.9184806,0.01516548,0.90756,0.1428375,0.1696452,0.0166076,0.3642767,0.6880445,0.9005317,0.830403,0.02824863,0.8596023,0.8047267,0.9733059,0.04988167,0.9665587,0.9908509,0.8662883,0.8717141,0.01293074,0.8972013,0.8273153,0.7527593,0.01056545,0.03188437,0.91159,0.6139119,0.7265571,0.02794063,0.8570971,0.9238208,0.02147393,0.5350208,0.9586204,0.7417017,0.6522027,0.04531908,0.01074887,0.002253162,0.09792355,0.2245206,0.1349882,0.3264734,0.02952716,0.01211034,0.9645459,0.02024737,0.04113437,0.8903659,0.1179148,0.8745277,0.100763,0.9068233,0.8743471,0.5500605,0.1981529,0.9738663,0.9540141,0.9471453,0.4768017,0.9063135,0.7159102,0.8624682,0.02241053,0.8110076
"CTRL64",0.9596198,0.6396345,0.9651616,0.06499016,0.9660354,0.611075,0.342548,0.02228045,0.9658915,0.9360435,0.951389,0.9272862,0.3752231,0.0141726,0.02424061,0.7212652,0.1896838,0.7900848,0.9162504,0.9770208,0.9360793,0.01125999,0.9203497,0.9133753,0.01329456,0.9678818,0.1070144,0.07890795,0.008387223,0.2669514,0.5415682,0.9197298,0.7809676,0.01742067,0.9249017,0.7822649,0.992449,0.08484762,0.9411571,0.983818,0.719237,0.9120055,0.0147211,0.9159789,0.8604431,0.638186,0.01337598,0.01840235,0.9111111,0.6093024,0.6380673,0.0257661,0.8850882,0.8056363,0.01140478,0.5053493,0.9597608,0.6241865,0.5630002,0.04985745,0.005624985,0.003220312,0.1131929,0.2229436,0.1388795,0.2688133,0.02138735,0.01379827,0.9500554,0.01232733,0.02738393,0.8381561,0.05447535,0.9676487,0.06449414,0.9334849,0.8749139,0.5363465,0.1201563,0.9551702,0.9562147,0.9215465,0.4254408,0.8951202,0.6794794,0.9380757,0.009024682,0.8336512
"PD48",0.958727,0.7088011,0.9440798,0.08515622,0.9664034,0.7235254,0.3645901,0.06316672,0.9612231,0.9422216,0.9102365,0.8871813,0.4393993,0.00927217,0.02568405,0.6595104,0.1965955,0.7821762,0.8522089,0.9755319,0.9587897,0.01352076,0.9353764,0.8668685,0.005510711,0.9023494,0.1570233,0.07157152,0.01670093,0.3604363,0.529479,0.9498642,0.8138943,0.01130632,0.8881739,0.8462523,0.9858518,0.06417819,0.9595266,0.9789853,0.7008492,0.9610774,0.02273451,0.9373449,0.78346,0.6922261,0.02019584,0.008399597,0.8597063,0.6452972,0.6488709,0.02737048,0.808906,0.8213189,0.006293052,0.4971536,0.9681092,0.5876516,0.5242336,0.03703419,0.006044179,0.001005581,0.1438463,0.2764463,0.2260969,0.3984525,0.0322895,0.009590918,0.9503362,0.01100602,0.02924581,0.833987,0.1085749,0.9325433,0.06324283,0.9427322,0.8596855,0.5155557,0.1273108,0.9695677,0.9183687,0.8862164,0.3587704,0.8457373,0.7262891,0.9433528,0.00234657,0.8488979
"PD21",0.9710459,0.700624,0.9576976,0.1055019,0.9577572,0.6882222,0.4793783,0.01245684,0.9752034,0.9532169,0.8943459,0.9490979,0.410781,0.02424974,0.02491432,0.7937232,0.2471464,0.8987004,0.9019743,0.9766274,0.9540449,0.02871051,0.9394825,0.8975804,0.01248062,0.9193961,0.12083,0.09545161,0.003988373,0.3835613,0.5158004,0.9583097,0.838913,0.008418743,0.9006778,0.8845936,0.9701163,0.0784,0.9356504,0.9878697,0.8522083,0.9415634,0.007538293,0.8717291,0.8038636,0.6722073,0.009080688,0.01389924,0.8884395,0.6973839,0.6759613,0.01675008,0.7360507,0.8498517,0.009257781,0.5565899,0.9762267,0.7668156,0.6871897,0.02307759,0.01140605,0.00366387,0.1311258,0.3381413,0.1242161,0.4303288,0.0263624,0.007804972,0.9805267,0.01017583,0.02003482,0.8427368,0.09436911,0.9650669,0.1229676,0.9392949,0.8662742,0.5304859,0.182967,0.9785209,0.9647573,0.9366203,0.3837827,0.8405719,0.7493006,0.9399156,0.008698977,0.8096781
"CTRL95",0.966454,0.7509477,0.9164791,0.09701732,0.9778052,0.7411184,0.4391534,0.01911271,0.918381,0.9500462,0.9257815,0.9046048,0.4790073,0.00862007,0.006927929,0.778034,0.2262838,0.8071612,0.9044466,0.9829421,0.9631128,0.004894199,0.9219974,0.8935575,0.009795549,0.8551714,0.1755694,0.09017439,0.01082935,0.3763169,0.6548332,0.9578441,0.8608768,0.01377524,0.9073414,0.8664612,0.9787898,0.05248307,0.9744639,0.9723804,0.8191099,0.9519575,0.01327091,0.9266937,0.8858948,0.6768374,0.008327299,0.008716449,0.8786464,0.7344715,0.7010902,0.02370788,0.8471935,0.8551157,0.003634266,0.578145,0.9653131,0.726157,0.5526599,0.034556,0.005751526,0.002969604,0.08208238,0.2592657,0.2558872,0.409968,0.03326415,0.002013943,0.9547707,0.008617698,0.02605941,0.8002148,0.1475017,0.9575945,0.06476876,0.9434753,0.8699639,0.4953344,0.1950165,0.958981,0.9307834,0.9287262,0.4807426,0.8794629,0.7265158,0.9209931,0.006983878,0.8605141
"CTRL57",0.9249796,0.7413579,0.9155072,0.1079896,0.9696227,0.69518,0.3229579,0.02576584,0.9523326,0.9669857,0.9126554,0.9082367,0.4066056,0.01867753,0.0008312552,0.769855,0.1746163,0.7963321,0.8952474,0.9783988,0.9668959,0.003916842,0.9525555,0.8640412,0.003290601,0.922702,0.1245437,0.1138887,0.004569702,0.324077,0.5394749,0.9595858,0.7740395,0.01065432,0.9100389,0.8717521,0.9895326,0.06386249,0.9650739,0.989917,0.8041669,0.9301732,0.01433262,0.8950604,0.8765414,0.6844239,0.01011441,0.01199389,0.8963861,0.7171403,0.6945523,0.01215521,0.901975,0.8831608,0.01127018,0.5478111,0.9734898,0.7182011,0.5414519,0.02483637,0.001833336,0.0003472253,0.1007411,0.2672784,0.2184179,0.343049,0.02502789,0.004254164,0.9746695,0.009182335,0.02501293,0.887196,0.09324759,0.9278817,0.06101377,0.9505212,0.859794,0.5396732,0.1212255,0.97315,0.9557083,0.9332169,0.4434283,0.8866565,0.7619125,0.9331125,0.008481608,0.8982674
"PDD30",0.9461423,0.6859256,0.9338584,0.1005579,0.930833,0.691248,0.3564877,0.02354298,0.9631885,0.9426818,0.9161046,0.9217632,0.480306,0.02245046,0.01774841,0.7627771,0.2332438,0.8956753,0.9079195,0.9802087,0.9807452,0.01834758,0.9610659,0.9260366,0.01488372,0.8550454,0.1881372,0.135399,0.008217448,0.314083,0.4449429,0.9046414,0.8944966,0.02269219,0.9384747,0.8860361,0.9712356,0.06723338,0.9520677,0.9757851,0.8481077,0.8967262,0.01742298,0.896768,0.8084524,0.6283185,0.005683971,0.01605726,0.8889978,0.655361,0.7123143,0.02771415,0.9131382,0.8780133,0.003526882,0.5019259,0.9758657,0.6763688,0.6039472,0.04974889,0.005635443,0.0008291655,0.1820647,0.1982197,0.2101214,0.3801478,0.03738183,0.001549267,0.9647094,0.009147116,0.03873999,0.8287372,0.1285392,0.9408936,0.06801128,0.9314368,0.9319161,0.4737411,0.2106406,0.9769908,0.9692735,0.954517,0.3534239,0.880324,0.7853127,0.9537729,0.008645845,0.8656271
"PDD22",0.9655979,0.6283073,0.9654517,0.08448225,0.9660942,0.713868,0.4665195,0.01541421,0.9800062,0.9701175,0.9130285,0.9633463,0.4765281,0.01617478,0.01600341,0.7890377,0.2451432,0.9394961,0.9039748,0.9893113,0.9743866,0.002268468,0.9434879,0.9209878,0.01456058,0.9012372,0.07495656,0.2000212,0.003879836,0.3168316,0.3645388,0.9693371,0.8561635,0.007544991,0.9389356,0.8597029,0.9733021,0.06172402,0.9525438,0.9887573,0.8892555,0.974855,0.004770346,0.9004685,0.8093892,0.6723108,0.002108678,0.01138355,0.936533,0.6636952,0.6530116,0.01970216,0.8509491,0.9285039,0.008099311,0.4984304,0.9757288,0.7998289,0.5700467,0.04535128,0.000877611,0.001883748,0.1178227,0.332689,0.1295696,0.569608,0.0187172,0.01135598,0.9854815,0.008460888,0.02709433,0.8528611,0.1577442,0.9090111,0.1094461,0.9001422,0.8376797,0.6115059,0.2021131,0.986263,0.9577839,0.9468913,0.3510652,0.9241442,0.760498,0.9475095,0.01491557,0.8712968
"DLB15",0.9649447,0.6888506,0.9510041,0.109308,0.9422755,0.6328232,0.4122582,0.02928406,0.9540207,0.929242,0.915817,0.9485231,0.3804289,0.01938544,0.02584654,0.7913801,0.2031196,0.8688389,0.8838739,0.9796847,0.9500413,0.02519597,0.8776973,0.8336818,0.01521469,0.8861694,0.1052449,0.06481586,0.01998576,0.277774,0.5784876,0.9289459,0.8392709,0.02141224,0.8142551,0.8802568,0.9643135,0.06485888,0.9617984,0.9785385,0.839412,0.9163695,0.02691927,0.8446696,0.8531223,0.5869115,0.01964286,0.01950365,0.8809775,0.747203,0.6265597,0.0377305,0.8775925,0.9244674,0.01833024,0.4547143,0.9713277,0.7811515,0.508361,0.03375042,0.01572267,0.007261062,0.08262436,0.2853319,0.1300307,0.3644002,0.02707434,0.0235732,0.9520048,0.02645903,0.03932447,0.8321499,0.1069667,0.9241836,0.1355142,0.5083511,0.852485,0.5132796,0.1848743,0.9495268,0.9631137,0.9404409,0.2828699,0.9289071,0.7689255,0.9322688,0.01784046,0.755469
"PD50",0.970829,0.7439557,0.916528,0.09461847,0.9599682,0.7290927,0.3797209,0.04569923,0.9651875,0.9709023,0.921622,0.9262178,0.4472462,0.01197374,0.01350621,0.7318107,0.2649909,0.8490408,0.8812195,0.9776607,0.9641774,0.01187409,0.9565707,0.9264087,0.008869006,0.9329761,0.1802285,0.0910562,0.01300837,0.302571,0.5031956,0.9338857,0.8420549,0.0103971,0.954984,0.9141589,0.9827238,0.05521041,0.9595974,0.9830991,0.8137434,0.9633335,0.01396657,0.9214092,0.8394612,0.6365729,0.01143123,0.01284916,0.8747086,0.5767504,0.6523884,0.01617807,0.8740286,0.8767868,0.00546791,0.5288199,0.9774808,0.6631238,0.5647671,0.03810807,0.001988049,0.002076172,0.1112757,0.2751332,0.1902831,0.3569936,0.05116526,0.01008386,0.9628288,0.01352657,0.03144264,0.8185026,0.0865891,0.9640482,0.08507448,0.9373989,0.8827513,0.5760574,0.1337322,0.9850546,0.951567,0.9412709,0.4016757,0.9202886,0.6823514,0.9433886,0.006603302,0.8504362
"CTRL29",0.9668785,0.5318869,0.9318551,0.08140955,0.9177673,0.7120716,0.2641224,0.0334783,0.9387856,0.957917,0.9128713,0.9283147,0.4170671,0.01592508,0.01381715,0.6665052,0.2613199,0.9030278,0.8574662,0.991547,0.9689142,0.01273458,0.9607017,0.9052221,0.008438444,0.7361741,0.09315957,0.1302962,0.01162104,0.2569257,0.1671498,0.9093261,0.8274007,0.01015979,0.8957819,0.8281697,0.9921306,0.0595082,0.9425179,0.9709145,0.87793,0.9574357,0.006975556,0.8225487,0.6998124,0.566224,0.006814815,0.01004283,0.9261363,0.5818113,0.5592417,0.02129075,0.8625946,0.9119031,0.008843297,0.4347543,0.9589231,0.6424524,0.4662223,0.05250749,0.007052803,0.001730421,0.2470497,0.2411036,0.09103887,0.448371,0.02204449,0.0007902461,0.9727197,0.01412405,0.03515287,0.784768,0.0771445,0.9116769,0.05808985,0.935173,0.710782,0.5554554,0.1274348,0.9805257,0.9452018,0.9465067,0.2786176,0.9382511,0.7205719,0.9112853,0.0136229,0.7972608
"PDD54",0.9530057,0.7569127,0.9481418,0.1046771,0.9855992,0.6995631,0.4692954,0.03225818,0.9613835,0.9496837,0.9059475,0.9286887,0.4417492,0.01186781,0.02177122,0.7568279,0.240187,0.8809447,0.9149599,0.9595885,0.966908,0.009049314,0.9437202,0.8611459,0.01493976,0.9230432,0.0783418,0.1179443,0.008974913,0.3513084,0.4327809,0.9284281,0.9084638,0.01062343,0.9126757,0.8996498,0.9862086,0.06004521,0.9406083,0.9792541,0.8200026,0.9356463,0.01240463,0.9086451,0.8115298,0.6477794,0.007746659,0.01608047,0.9145396,0.7475216,0.6670083,0.02596279,0.7441516,0.8872837,0.005724508,0.5365806,0.9445557,0.7417133,0.5932564,0.03440882,0.004143967,0.0006281316,0.09198923,0.2972289,0.1202971,0.4381396,0.04552548,0.003584586,0.9673658,0.01067008,0.03911701,0.8573335,0.1052588,0.9399358,0.1873171,0.936251,0.8145804,0.5747173,0.1920138,0.9788334,0.933531,0.9473137,0.33027,0.8835166,0.7868312,0.9458044,0.004823784,0.855278
"PDD27",0.9392301,0.6629053,0.9338239,0.05610326,0.9711641,0.800052,0.384039,0.05506098,0.9107504,0.9636149,0.9143785,0.9198253,0.5107241,0.01520658,0.01681314,0.7588487,0.3021271,0.8050607,0.9265282,0.9792014,0.97565,0.005168472,0.9334648,0.9485475,0.01067673,0.9030891,0.1196032,0.115112,0.01211422,0.3925982,0.4281212,0.9376856,0.8558739,0.01732347,0.9000696,0.8584909,0.9766409,0.05433263,0.9562968,0.9837961,0.8359442,0.9507445,0.008214687,0.9458278,0.8144967,0.725557,0.004804139,0.007832682,0.8766813,0.6474808,0.7640378,0.02117517,0.8817259,0.8234586,0.0006931208,0.6248622,0.9626802,0.7824013,0.6641283,0.02487206,0.005613654,0.0003483008,0.08196203,0.351627,0.2888248,0.4742098,0.02040451,0.006331117,0.9725382,0.009043597,0.02326502,0.8309317,0.146342,0.9403291,0.05166982,0.9585276,0.8949013,0.5837552,0.1873094,0.984341,0.9470699,0.9634756,0.3978485,0.8373831,0.7702629,0.9527135,0.009937351,0.9132623
"DLB24",0.9603569,0.6745005,0.9378102,0.1170964,0.9667369,0.6818297,0.5526956,0.03662476,0.9603677,0.9312148,0.9043603,0.9496262,0.4586238,0.006675225,0.03429923,0.7455235,0.2018527,0.9282381,0.8640347,0.9730935,0.964144,0.006578146,0.9433273,0.8366258,0.01054446,0.9230598,0.2500083,0.06160093,0.01190566,0.3571539,0.4252501,0.9455681,0.830774,0.01998269,0.9552879,0.8532879,0.9838603,0.07181487,0.9380174,0.9750174,0.8275314,0.9481496,0.01254701,0.8288777,0.7999903,0.6039024,0.008739985,0.02219205,0.952465,0.6553366,0.6193599,0.02006247,0.8146815,0.909278,0.00930187,0.4829566,0.9714841,0.6951971,0.5431994,0.03837709,0.000786977,0.002796245,0.1027875,0.2874462,0.1459589,0.413069,0.03145568,0.02119327,0.948728,0.01291532,0.05215206,0.8274628,0.1166748,0.9287826,0.08801299,0.9285004,0.8216249,0.5911991,0.202692,0.9666607,0.9211884,0.9312915,0.304802,0.9262841,0.7562319,0.9500345,0.01252041,0.8557075
"PD23",0.9692233,0.6777293,0.9476509,0.1127462,0.9430869,0.8009343,0.3055283,0.03803251,0.9791966,0.9719673,0.9087695,0.9196957,0.489614,0.01903055,0.007554297,0.7873921,0.216758,0.8248868,0.903119,0.9888469,0.9776122,0.01970911,0.944562,0.8931856,0.01262205,0.8825764,0.09240078,0.1198278,0.007380093,0.2652603,0.4622927,0.9549749,0.8861312,0.009193433,0.9349548,0.8891114,0.983213,0.06063089,0.9696298,0.9939628,0.8657388,0.9436574,0.005953311,0.8909731,0.8011346,0.7013625,0.005986509,0.01457615,0.9251142,0.6085415,0.674298,0.01673423,0.8208435,0.8728582,0.008819323,0.5070515,0.9792396,0.7446166,0.5555775,0.03119444,0.006155226,0.001100699,0.1123327,0.2339285,0.198794,0.4476317,0.01252747,0.01276371,0.9739742,0.00941815,0.03147641,0.8597542,0.08349567,0.9145586,0.08843934,0.9564238,0.859795,0.564873,0.1627855,0.965986,0.9699269,0.9562865,0.4261608,0.9201421,0.7135735,0.952589,0.0142781,0.8792157
"PD30",0.9519379,0.7444362,0.9176784,0.08936723,0.9688452,0.7475629,0.440772,0.04496359,0.936379,0.9459452,0.9187649,0.921298,0.4679978,0.01348136,0.0197478,0.7481327,0.2283209,0.816406,0.8846779,0.9839565,0.9744827,0.001234451,0.9404874,0.865069,0.01907148,0.8739131,0.1141501,0.1036864,0.006609238,0.3383161,0.5837408,0.9378594,0.8451636,0.01181641,0.9394243,0.8227736,0.9732682,0.04934742,0.9476835,0.9781144,0.8317786,0.9625345,0.006504304,0.9097586,0.807468,0.7076942,0.008751549,0.01612321,0.9016982,0.7059837,0.7024974,0.0201278,0.8197073,0.8930489,0.004453205,0.5839909,0.9511612,0.7272618,0.6335009,0.04525956,0.005647891,0.0007564637,0.128162,0.3376851,0.2182657,0.4361215,0.03852595,0.01355774,0.962208,0.002425401,0.02143119,0.8152185,0.08003571,0.9528007,0.05349902,0.9150714,0.8793336,0.5478509,0.1618463,0.9588156,0.9553827,0.9183476,0.4451317,0.8721103,0.7651142,0.9428077,0.01254159,0.8618344
"PDD15",0.930142,0.6653586,0.9398281,0.06681992,0.9600102,0.7248627,0.4336659,0.05246174,0.9759104,0.9706547,0.9230546,0.943372,0.4552319,0.02039975,0.02635797,0.7841792,0.2106861,0.8897191,0.9293071,0.9582908,0.9557924,0.01053128,0.9179535,0.9064904,0.01503759,0.9047741,0.1175572,0.09690375,0.01135686,0.2808482,0.3625269,0.9222387,0.814104,0.02106591,0.9298173,0.9116084,0.9744668,0.05451911,0.9557123,0.9865026,0.8949861,0.9052371,0.0209139,0.9328839,0.7944866,0.7213795,0.0099514,0.02512875,0.8583671,0.5425654,0.6812983,0.02352941,0.831784,0.8839174,0.01232455,0.4789046,0.96355,0.6843321,0.4932424,0.03820803,0.008098287,0.001744666,0.1268207,0.2660558,0.1652001,0.4235063,0.03411125,0.02080344,0.9711821,0.01707506,0.04429975,0.9011533,0.09016278,0.8757226,0.102751,0.9499938,0.9026325,0.5755457,0.1212967,0.9597155,0.964765,0.9304538,0.3583963,0.8516252,0.8171331,0.9438068,0.01286765,0.8624181
"CTRL50",0.9525719,0.708338,0.9281776,0.08088195,0.9658545,0.7003633,0.4097125,0.01785073,0.9629164,0.9819196,0.9326684,0.9414412,0.5019864,0.008153113,0.01808246,0.7712921,0.2038717,0.9054362,0.8979564,0.9976875,0.9657114,0.004971729,0.9690723,0.8698182,0.01139154,0.8837459,0.1151648,0.07773054,0.007705493,0.3315036,0.5168874,0.9504479,0.8754223,0.01186879,0.9358425,0.8086214,0.990645,0.06363257,0.9739401,0.9793549,0.8272507,0.9699441,0.003913461,0.8817034,0.767908,0.6619073,0.01076863,0.009597646,0.9357494,0.6928349,0.5934391,0.0230476,0.812357,0.8839917,0.01093727,0.4737429,0.9716782,0.7021437,0.5025563,0.02153696,0.004193411,0.001312766,0.1333564,0.2852449,0.1483799,0.4178081,0.01544521,0.01114907,0.978967,0.01114226,0.01741,0.8224184,0.0842698,0.968462,0.07415445,0.9546456,0.8093671,0.5241704,0.1704324,0.9716265,0.9609171,0.9417989,0.350695,0.9085098,0.734104,0.9312812,0.005055881,0.8471877
"CTRL93",0.936956,0.7612188,0.9132955,0.07813856,0.966042,0.753384,0.3967337,0.05642081,0.9414065,0.9584238,0.9077638,0.9431649,0.4643536,0.01072791,0.004618938,0.7648337,0.2865032,0.8249639,0.9190939,0.9879278,0.963314,0.008540925,0.9505871,0.9191255,0.007405235,0.9456765,0.1495267,0.06310564,0.01846408,0.3965703,0.5123775,0.9404889,0.7499208,0.009057828,0.9522748,0.8257356,0.9828434,0.04202135,0.9540881,0.986131,0.8037161,0.9219057,0.00797711,0.925489,0.7923571,0.7240122,0.008984598,0.01192963,0.934622,0.6373995,0.6630469,0.01247827,0.855403,0.7980292,0.004699781,0.5665391,0.9725332,0.6789678,0.6020994,0.0431502,0.001449356,0.001688852,0.1363744,0.3419107,0.219908,0.37172,0.03555333,0.007456504,0.9633164,0.008461877,0.03315664,0.79376,0.1004046,0.9196787,0.03518401,0.9492411,0.7978985,0.5068913,0.1349554,0.9644926,0.9560535,0.9441255,0.4478971,0.7919384,0.6597919,0.8889598,0.008370436,0.933429
"PDD35",0.9692166,0.7056873,0.9215452,0.06610254,0.9676105,0.675545,0.4736737,0.02856085,0.9589471,0.9752864,0.9176948,0.9570467,0.3891977,0.01692699,0.01963837,0.7916429,0.1403238,0.8166948,0.8844788,0.9758611,0.9528475,0.01114178,0.9143055,0.8907994,0.01152761,0.9040854,0.1588596,0.02315305,0.01003826,0.3767779,0.510143,0.9379263,0.8490244,0.0142236,0.8495582,0.884675,0.9831343,0.05320278,0.9656292,0.9826533,0.8504284,0.9390842,0.008751537,0.8833955,0.8431341,0.7447029,0.01366839,0.01629418,0.8754141,0.5713006,0.6988038,0.02248021,0.8534066,0.7866719,0.009291068,0.512239,0.9576756,0.6919217,0.5579365,0.03822952,0.00278615,0.0003429375,0.08845303,0.3108096,0.1614285,0.3491192,0.01355985,0.01273311,0.9727342,0.006588413,0.02536802,0.8073764,0.106482,0.9445568,0.1115399,0.8944537,0.826461,0.5454073,0.1281122,0.9872062,0.9674058,0.943848,0.4130283,0.8592732,0.6584552,0.9036108,0.008298755,0.7868949
